Id;Nombre;Breve resumen;Descripción;URL de la imagen;Temas;Determinantes;Sexo;Edad;Creador;Dirección;Código Postal;Latitud;Longitud;Población;Tipo;Municipio;Provincia;Comunidad;País;Contacto;Correo electrónico;Teléfono;Entidad participante/colaboradora/promotora;Temporalidad;Fecha de creación;Fecha de caducidad;Otros detalles sobre la población a la que va dirigida la actividad;Página web;Twitter;Facebook;Situación actual;Red;Validada
6792;"TALLER SOBRE LA IMPORTANCIA DE LA MOTIVACIÓN EN NUESTRO DÍA A DÍA";"? Aprender a planificar acciones y objetivos para favorecer la motivación e implicación en estos.
? Favorecer el autoconcepto y el crecimiento personal";"La ?motivación? hace referencia al estado interno/impulsos que nos dirige hacia metas o fines determinados, nos mueve a realizar determinadas acciones  y persistir en ellas hasta su consecución. 
La motivación tiene relación con variables psicológicas como niveles de estrés,  autoestima, capacidad concentración, expectativas? además de tener un efecto positivo en nuestra salud y en nuestro bienestar emocional.
Hablamos de motivación intrínseca, cuando el impulso para realizar algo viene del interior de la persona. Se asocia al deseo de auto-realización y crecimiento personal. 
La motivación extrínseca hace referencia a que los estímulos motivacionales vienen de fuera del individuo, y del exterior de la actividad (recompensas externas).
La organización y planificación que hagamos de aquello que nos planteamos va a determinar la motivación que mostremos para conseguir esta.";"https://activosdesalud.com/project/web/uploads/ac/6792.doc";"Formación";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"adear@euskalnet.net";"Calle Pintor Vicente Abreu, 7 bajo";"01008";"42.8496641";"-2.6837000000000444";"Vitoria-Gasteiz";"Calle";"Vitoria-Gasteiz";"Araba/Álava";"Euskadi";"España";"MARIA CAPELO BAHIA";"adear@euskalnet.net";"945242116";"ADEAR";"Programada";"05/11/2018 00:00:00";"26/11/2018 00:00:00";"";"";"";"";"Histórica";"EUS";"1"
6794;"Exposición; Descubre la Baja Visión";"Exposición mediante paneles dirigida a la divulgación de las dificultades asociadas a la Baja Visión";"Se trata de dar a conocer el logo Tengo Baja Visión. Se muestra para ello en cada panel la imagen de la visión que tiene una persona no afectada y la que tiene una persona afectada por cada uno de los diferentes afectaciones. El conocimiento por parte de la sociedad de estas dificultades hará sin duda más amables las situaciones de incomprensión con las que los afectados se encientran en el día a día";"https://activosdesalud.com/project/web/uploads/ac/6794.JPG";"Enfermedades crónicas";"Recursos sanitarios | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"bizkaia@begisare.org";"Calle Ledakari Leizaola, 2";"48011";"43.2679041";"-2.9409292999999934";"";"Calle";"Bilbao";"Bizkaia";"Euskadi";"España";"Arantza Uliarte";"bizkaia@begisare.org";"696914222";"Bilbao Dendak";"Programada";"06/11/2018 00:00:00";"13/11/2018 00:00:00";"Sobre todo a los no afectados por la Baja Visión";"";"";"https://www.facebook.com  ) events";"Histórica";"EUS";"1"
6914;"psikomotrizitatea";"Angiozarko Arbiaska Ikasleen Guraso Elkarteak Psikomotrizitateko jarduera antolatzen dugu 3 urtetik 6ra bitarteko ikasleentzat.";"
ORDUTEGIA: 17:00etatik 20:30etara.

Psikomotrozitate saio hauek eskola komunitate osoko hezkuntza egitasmoarekin bat egiten du. Hezitzailea den neurrian psikomotriziate aditu profesional bat kontratatzen dugu. Bestalde, eta landa eremuko herri batean gauzen denez barne konexio eta harremanetarako ekintza paregabea da gurasoak elkartzen garelako eta hezkuntza egitasmoaren gaineko kontuez gain gure arteko harremanak ere sustatzen ditugu.
";"";"Infancia | Actividad física | Juventud";"Hábitos/Comportamientos saludables";"Cualquiera";"Población Infantil (0-11 años)";"angiozargurasozuzendaritza@gmail.com";"Calle Angiozar Herrigunea, 12";"20578";"43.11305291366303";"-2.4711421423278352";"Angiozar";"Calle";"Bergara";"Gipuzkoa";"Euskadi";"España";"unai asurmendi";"angiozargurasozuzendaritza@gmail.com";"653737477";"Angiozarko Arbiaska Guraso Elkartea";"Programada";"01/09/2019 00:00:00";"31/05/2020 00:00:00";"";"";"";"";"Activa";"EUS";"1"
8615;"V. Jornada FQ Euskadi";"Jornada anual informativa sobre Fibrosis Quística";"
Euskadiko Fibrosi Kistikoaren
Elkarteak abenduaren 2an Gurutzetako Ospitaleko ekitaldi aretoan ospatuko den FK
Euskadi V. Jardunaldira gonbidatzen zaitu.

Oso jardunaldi berezia da
Elkartearentzat baina batez ere FK duten pertsonentzat, landuko diren gaien
garrantzi eta hauek egunerokotasunean duten eragina dela eta.

Jardunaldia zuzenean Streaming
bidez emango da eta web orrian eskuragarri egongo da datorren egunetan www.fqeuskadi.org.

&nbsp;

La Asociaci&oacute;n de Fibrosis Qu&iacute;stica del Pa&iacute;s Vasco
tiene el honor de invitarle a la V. Jornada FQ Euskadi que se celebrar&aacute; el
pr&oacute;ximo el 2 de diciembre, en el Sal&oacute;n de Actos del Hospital de Cruces.

Es una Jornada muy especial para La Asociaci&oacute;n y
sobre todo para las personas afectadas por la Fibrosis Qu&iacute;stica, dada la
importancia de los temas a tratar y la repercusi&oacute;n de los mismos en el d&iacute;a a
d&iacute;a de todas las personas con FQ.

La jornada ser&aacute;
retrasmitida v&iacute;a Streaming en directo y estar&aacute; accesible en los pr&oacute;ximos d&iacute;as
tambi&eacute;n en: www.fqeuskadi.org

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; V. Jornada FQ Euskadi


  9:15. Entrega
  de documentaci&oacute;n y obsequio a lxs asistentes
  &nbsp;
  
 
  9:30. Apertura
  de la jornada
  Oscar Padura. Presidente Asociaci&oacute;n FQ Euskadi
  Bikendi Gonzalez. Vicepresidente Asociaci&oacute;n FQ Euskadi
  &nbsp;
  
 
  10:00. Importancia de la Nutrici&oacute;n
  en la FQ
  Dr. Carlos
  Tutau G&oacute;mez. FEA Gastroenterolog&iacute;a y Nutrici&oacute;n pedi&aacute;trica. Hospital
  Universitario Cruces.
  
  
 
  10:45. Abordaje de la FQ mediante
  terapia g&eacute;nica no-viral.
  Dr. Jos&eacute;
  Luis Pedraz Mu&ntilde;oz. Catedr&aacute;tico (UPV/EHU)
  Dr. Gustavo
  Puras Ochoa. Profesor Adjunto (UPV/EHU)
  &nbsp;
  
 
  11:50. Video presentaci&oacute;n
  crepitantes
  Elisa
  Gonzalez. Artista pl&aacute;stica con FQ.
  &nbsp;
  
 
  12:00. Descanso caf&eacute; y exposici&oacute;n
  Crepitantes
  &nbsp;
  
 
  12:45. Mesa: Conocer el mundo con
  FQ
  Moderadora: Ianire Garay Pineda. Psic&oacute;loga FQ Euskadi.
  Cuestiones
  m&eacute;dicas a tener en cuenta en la organizaci&oacute;n de tu viaje cuando tienes FQ
  Dra. Leire
  Serrano. Neumolog&iacute;a. Hospital Universitario Cruces
  Testimonio: El viaje de un FQ
  Jonathan
  Fernandez. Viajero con FQ.
  &nbsp;
  
 
  14:00. Entrega de premios
  Besos Salados FQ Euskadi 2018
  Hermitas
  Enriquez. Secretaria Asociaci&oacute;n FQ Euskadi
  &nbsp;
  
 
  14:15. Clausura
  de la jornada
  Oscar Padura. Presidente Asociaci&oacute;n FQ Euskadi
  &nbsp;
";"https://activosdesalud.com/project/web/uploads/ac/8615.jpg";"Enfermedades crónicas";"Recursos sanitarios | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"fqeuskadi@gmail.com";"Plaza Cruces, s/n";"48903";"43.275298";"-2.9873640000000705";"";"Plaza";"Bilbao";"Bizkaia";"Euskadi";"España";"Maider Cano";"fqeuskadi@gmail.com";"943327239";"";"Programada";"02/12/2018 00:00:00";"02/12/2018 00:00:00";"";"https://www.fqeuskadi.org";"";"";"Histórica";"EUS";"1"
8622;"Exposición Retina Bizkaia Begisare - Mercado del Ensanche";"Exposición en el Mercado Municipal de Abando mostrando los diferentes síntomas de enfermedades de la retina con el objetivo de dar a conocer el logo Tengo Baja Visión";"
La exposici&oacute;n muestra las diferentes afectaciones de las enfermedades degenerativas de retina con el objetivo de hacer que se conozca el logo representado en la chapa que portan los afectados por estas enfermedades. Se trata en definitiva de un esfuerzo de que se tengan en cuenta las limitaciones que conllevan estas y hacer as&iacute; que el d&iacute;a a d&iacute;a sea m&aacute;s amable. Estar&aacute; desde el martes d&iacute;a 13 de noviembre hasta el martes d&iacute;a 20 del mismo mes, las 24 horas del d&iacute;a.
";"https://activosdesalud.com/project/web/uploads/ac/8622.png";"Enfermedades crónicas";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"bizkaia@begisare.org";"Plaza Zabalgune, 11";"48009";"43.263836";"-2.9309700999999677";"Bilbao";"Plaza";"Bilbao";"Bizkaia";"Euskadi";"España";"Arantza Uliarte";"bizkaia@begisare.org";"646787112";"Bilbao Dendak";"Programada";"13/11/2018 00:00:00";"20/11/2018 00:00:00";"Público en general y comerciantes en particular";"";"";"https://www.facebook.com  ) events";"Histórica";"EUS";"1"
8671;"Asociación Bizkaina de Laringectomizados";"Apoyo moral, físico  y social a los laringectomizados - operados de laringe por cáncer";"
La funci&oacute;n principal de nuestra asociaci&oacute;n es la rehabilitaci&oacute;n de la voz, conseguir que las personas laringectomizadas recuperen la voz escatofagia gracias a la ense&ntilde;anza y ayuda de otros compa&ntilde;eros principalmente.&nbsp;&nbsp;
";"https://activosdesalud.com/project/web/uploads/ac/8671.jpg";"Salud mental/Bienestar emocional | Enfermedades crónicas";"Recursos sanitarios";"Otras opciones";"Población General";"asbilaris@gmail.com";"Calle Bailen, 15";"48003";"43.257777944279276";"-2.9288952485488835";"Bilbao";"Calle";"Bilbao";"Bizkaia";"Euskadi";"España";"Juan, Iñaki, Juan Manuel";"asbilaris@gmail.com";"944 15 42 78";"";"A demanda";"22/03/2020 23:45:01";"22/04/2021 23:45:01";"";"https://asbila.jimdo.com/";"";"https://www.facebook.com/Asociacion-Bizkaina-de-Laringectomizados-1012487232149086/?ref=bookmarks";"Histórica";"EUS";"1"
8693;"Charla Adaptación emocional ante la enfermedad crónica";"Ainara Salazar, psicóloga de la AECC hablará acerca de las recomendaciones emocionales y psicológicas para afrontar la convivencia con una enfermedad crónica.";"

";"https://activosdesalud.com/project/web/uploads/ac/8693.jpg";"Salud mental/Bienestar emocional | Enfermedades crónicas";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"adelprise@yahoo.es";"Plaza Constitución, 5";"01012";"42.8553732";"-2.6786345000000438";"";"Plaza";"Vitoria-Gasteiz";"Araba/Álava";"Euskadi";"España";"Lidia Encabo Ojeda
Zuriñe Blasco Echeguren";"adelprise@yahoo.es";"600555105";"";"Programada";"23/11/2018 00:00:00";"23/11/2018 00:00:00";"";"";"";"";"Histórica";"EUS";"1"
8707;"Baja Visón - Divulgación símbolo";"Presentación del símbolo que distingue a las personas afectadas por esta enfermedad";"
Lugar: MERCADO MUNICIPAL DE DEUSTOMediante carteles explicamos los diferentes s&iacute;ndromes que afectan a las personas con distrofias de retina. El objetivo final es lograr que la sociedad sea m&aacute;s inclusiva y para ello hemos creado un distintivo que sirve para identificarles t que podamos, de ese modo, TENERLO EN CUENTA.
";"https://activosdesalud.com/project/web/uploads/ac/8707.png";"Enfermedades crónicas";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"bizkaia@begisare.org";"Avenida Madariaga, 14";"48014";"43.2712497";"-2.9468131999999514";"";"Avenida";"Bilbao";"Bizkaia";"Euskadi";"España";"Arantza Uliarte";"bizkaia@begisare.org";"646787112";"Bilbao Dendak";"Programada";"20/11/2018 00:00:00";"27/11/2018 00:00:00";"";"";"";"https://www.facebook.com  ) events";"Histórica";"EUS";"1"
9094;"Tipi-Tapa Zarautz";"2016ko otsailean hasi zen 3. adinekoentzat ibilbide eta psikomotrizitate ariketen zerbitzua Zarauzko herritarrentzat. Zerbitzu horrek, herriko azpiegitura ezberdinak, kaleko gimnasia aparatuak eta Zarauzko kale luzeak aprobetxatzen ditu bere zerbitzua burutzeko.
Proiektu honen helburu nagusia, 3.rren adineko herritarren bizi kalitatea hobetzea eta sozializazioa bultzatzea da. Horretarako, trebetasun motorrak, arnasketa, erlaxazio ariketak, gorputz eskema eta jarrera-higienea landu ditugu, Zarautzeko herrian sortutako zirkuitu ezberdinak oinez egitea izanik zerbitzuaren bereizgarri nagusia. Atal bakoitzari bere garrantzia ematen zaio eta saioaren helburu espezifikoen arabera, gaitasun bakoitzari bere tartea eskaintzen zaio. Beroketa eta saioaren amaiera izaten dira orokorrean ezaugarri espezifikoak lantzeko momentu egokienak, saioaren ardatza ibilbide ezberdinen gauzatzea izanik.  Bestalde, sozializazioa ere saio guztietan lantzen dugu. Honetarako, aurkaritza jokoak (bat besteari sorbalda ukitu), kooperazio jokoak (eskuak heldurik koordinazioko ariketak egin), kooperazio-aurkaritzakoak ?come-cocos? jokoa), etb. lantzen dira.";"Zerbitzua doakoa
da eta parte hartu duten bezero kopurua 29 pertsonakoa izan da. Batezbesteko,
19?2 pertsona ibili dira egin diren saio guztietan.

Zerbitzua, astean
bitan eskaintzen da. Herriaren erdialdean dagoen Zinema frontoian elkartzen
gara astearte eta ostegunero 10:00tan. Saioa, hasierako toki berean amaitzen da
11:30tan.

Parte hartzaileen
%80a emakumezkoak dira eta %20a gizonezkoak.

Ikasturteari
amaiera ona emateko eta datorren ikasturtea gogotsu hasteko, uda aurreko azken
saioan, begiralearekin batera, denek hamaiketako eder bat ere egin zuten.";"https://activosdesalud.com/project/web/uploads/ac/9094.jpg";"Personas mayores | Salud mental/Bienestar emocional | Actividad física | Cultura y ocio";"Hábitos/Comportamientos saludables";"Cualquiera";"Mayores de 65 años";"kirola@zarautz.eus";"Calle Araba, 20";"20800";"43.2806758";"-2.1697083999999904";"";"Calle";"Zarautz";"Gipuzkoa";"Euskadi";"España";"Edorta Badiola";"kirola@zarautz.eus";"943005123";"";"A demanda";"22/03/2020 23:45:01";"22/04/2021 23:45:01";"";"";"";"";"Histórica con seguimiento";"EUS";"1"
9335;"Umeen Bizikleta Festa";"Anualmente el Ayuntamiento de Berango, junto a los de Erandio y Leioa, gestionado por Elkar Kirolak, cuya sede está en Berango, lleva a cabo la Umeen Bizikleta Festa de Uribe Kosta. Se trata de una prueba que se ha convertido en una fiesta familiar y popular en los últimos años, movilizando a más de 4.500 participantes. Se persigue impulsar la actividad física a través del uso de la bicicleta, promocionando a su vez el uso de la bicicleta como modo de transporte sostenible.";"
La prueba cuenta con un recorrido aproximado de 10 kil&oacute;metros, comenzando en Erandio, pasando por Leioa y terminando en Berango. El horario de comienzo suele ser las 10:30h, finalizando sobre las 12:30 en el parque de Moreaga de Berango.Depende del a&ntilde;o se organiza en septiembre u octubre (un domingo)
";"https://activosdesalud.com/project/web/uploads/ac/9335.jpg";"Infancia | Actividad física | Juventud";"Entorno físico | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"agenda21.berango@uribekosta.eus";"Avenida Moreaga, 10";"48640";"43.3685721";"-2.9976318999999876";"Berango";"Avenida";"Berango";"Bizkaia";"Euskadi";"España";"Técnica de Sostenibilidad del Ayuntamiento de Berango";"agenda21.berango@uribekosta.eus";"946680008";"Berangoko Udala";"Programada";"22/09/2019 00:00:00";"27/10/2019 00:00:00";"Se trata de una actividad familiar. Los y las menores tienen que ir acompañados de una persona adulta.";"www.ubfesta.org";"";"https://es-es.facebook.com/pages/category/Sports-Team/Elkar-Kirolak-1608040609418893/";"Histórica";"EUS";"1"
9336;"Marcha de conmemoración del día de la mujer";"Cada año, en el mes de marzo para celebrar el día de la mujer, el Ayuntamiento de Berango, con la  colaboración de la Asociación de la Mujer organiza una marcha popular.";"
La marcha suele comenzar
sobre las 10:30 de la ma&ntilde;ana y suele durar aproximadamente 2 horas y media. Se
sale desde la Asociaci&oacute;n de la Mujer, finalizando en el Front&oacute;n a las 13:00
horas.

El objetivo de esta marcha es estimular un estilo de vida m&aacute;s
saludable y un ocio m&aacute;s activo para toda la ciudadan&iacute;a, impulsando un
envejecimiento activo entre la poblaci&oacute;n de personas mayores, evitando as&iacute; el
sedentarismo. 

&nbsp;
";"";"Mujeres | Personas mayores | Actividad física";"Entorno físico | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"agenda21.berango@uribekosta.eus";"Calle Torrekolanda bidea, 6";"48640";"43.3652791";"-2.9949907000000166";"Berango";"Calle";"Berango";"Bizkaia";"Euskadi";"España";"Técnica de Sostenibilidad del Ayuntamiento de Berango";"agenda21.berango@uribekosta.eus";"946680008";"Berangoko Udala; Asociación Cultural de La Mujer de Berango";"Programada";"10/03/2019 00:00:00";"10/03/2019 00:00:00";"";"www.berango.net";"";"";"Histórica";"EUS";"1"
9338;"Marcha de conmemoración del día de la salud";"Tal como se lleva realizando desde el año 2013, el Servicio de Prevención Comunitaria de Adicciones de la Mancomunidad de Uribe Kosta, organiza la ?Osasun Jaia de Uribe Kosta? con el objetivo de promocionar hábitos de vida saludables entre la población. Para ello, cada año invita a los Ayuntamientos de la Mancomunidad a que promuevan acciones relacionadas con la salud debido a la celebración del Día Mundial de la Salud el 7 de abril, ya que la OMS así lo eligió en 1948. 
El  Ayuntamiento Berango también participa en esta fiesta de la Salud, organizando una marcha popular.";"
Se trata de un recorrido
Urbano-Biosaludable de 4 km aproximadamente, de baja dificultad, que suele tener inicio y fin en el
hogar de jubilado.
";"https://activosdesalud.com/project/web/uploads/ac/9338.png";"Actividad física | Adicciones (alcohol, drogas y otras)";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"agenda21.berango@uribekosta.eus";"Calle Sabino Arana, 24";"48640";"43.36618419026885";"-2.9992484232788";"Berango";"Calle";"Berango";"Bizkaia";"Euskadi";"España";"Técnica de Sostenibilidad; Técnica de Prevención de Adicciones y Promoción de la Salud";"agenda21.berango@uribekosta.eus";"946680008";"Berangoko Udala; Mancomunidad de Servicios Uribe Kosta";"Programada";"21/04/2019 00:00:00";"21/04/2019 00:00:00";"";"www.berango.net; www.uribekosta.eus";"";"";"Histórica";"EUS";"1"
9339;"Kirol-Jaia";"En junio, el Ayuntamiento de Berango junto con la Diputación Foral de Bizkaia organiza la fiesta deportiva ?Kirol Jaia?- ?Kirol-Eguna? con el fin de hacer de la actividad física un punto de encuentro para la ciudadanía.";"








Durante el primer fin de
semana de junio, se llevan a cabo las siguientes actividades:

10:30h:
Marcha popular. Salida y llegada en el hogar de jubilados12:00h:
Exhibici&oacute;n deportiva en el Kirolgune18:30h:
Exhibici&oacute;n de cursos en el Berango Antzokia






";"";"Actividad física";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"agenda21.berango@uribekosta.eus";"Calle Torrekolanda bidea, s/n";"48640";"43.3653031";"-2.9943444000000454";"Berango";"Calle";"Berango";"Bizkaia";"Euskadi";"España";"Técnica de Sostenibilidad";"agenda21.berango@uribekosta.eus";"946680008";"Berangoko Udala";"Programada";"01/06/2019 00:00:00";"02/06/2019 00:00:00";"";"www.berango.net";"";"";"Histórica";"EUS";"1"
9369;"Mugi Txorierri";"Programa para impulsar la actividad física y reducir el sedentarismo entre la ciudadanía del Txorierri";"
2013-2020 aldirako Euskadiko Osasun Planako helburuetariko
bat, biztanleen artean jarduera fisikoa sustatzea da; horregatik, Txorierriko
biztanleen jarduera fisikoa sustatzeko eta sedentarismoa ekiditzeko, Txorierriko
Zerbitzuen Mankomunitatetik, diziplina anitzeko programa garatzen ari da,
programa honi MUGI TXORIERRI deitzen diogu.

Mugi txorierri-ko ardatz bat, ariketa
fisikoaren orientazio-zerbitzua da. Programaren lehenengo zati honetan, osasun zentroak dira, JFOZera (Jarduera
Fisikorako Orientazio Zerbitzua) beharrezkoak diren baldintzak betetzen dituzten
pertsonak detektatuko dituzte eta aditua den pertsonarengana deribazioak egingo
dituzte. Han Txorierrin dauden baliabideak azalduko dizkio eta bere beharrak,
interesak eta mugak kontuan hartuta ekintzak proposatuko ondoren, &nbsp;aurrera eramaten lagunduko dizkio.Entre los objetivos del Plan de Salud para Euskadi 2013-2020 se recoge el de promover la pr&aacute;ctica de actividad f&iacute;sica de la poblaci&oacute;n; para ello desde la Mancomunidad se est&aacute; trabajando en el desarrollo de un Programa interdisciplinar para impulsar la actividad f&iacute;sica y reducir el sedentarismo entre la ciudadan&iacute;a del Txorierri; ha dicho programa le hemos denominado MUGI TXORIERRI.Entre las l&iacute;neas de actuaci&oacute;n del proyecto Mugi Txorierri se encuentra el desarrollo de un servicio de orientaci&oacute;n de actividad f&iacute;sica. Los agentes locales, en un primer momento ser&aacute;n unicamente el personal de los ambulatorios, identificar&aacute;n a las personas inactivas y las derivar&aacute;n al servicio de orientaci&oacute;n, d&oacute;nde les recibir&aacute; una persona experta y que conoce los recursos disponibles en el entorno para realizar actividad f&iacute;sica. En funci&oacute;n de las necesidades, intereses y limitaciones de cada persona propondr&aacute; la actividad m&aacute;s adecuada y le guiar&aacute; en su puesta en pr&aacute;ctica.&nbsp;
";"https://activosdesalud.com/project/web/uploads/ac/9369.jpg";"Actividad física";"Recursos sanitarios | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"ekt@txorierri.eu";"Avenida Txorierriko etorbidea, 9";"48160";"43.291052758821564";"-2.8843644157398103";"";"Avenida";"Derio";"Bizkaia";"Euskadi";"España";"Esku-hartze komunitarioko teknikaria";"ekt@txorierri.eu";"944540350";"";"Programada";"01/12/2018 00:00:00";"16/06/2019 00:00:00";"";"http://www.txorierri.eus";"";"";"Histórica";"EUS";"1"
9428;"Uribe Kostako Osasun Jaia";"El objetivo de la misma es promover hábitos saludables entre la población. Las acciones son diversas, abordando desde la actividad física hasta la salud emocional de las personas.
El programa se gestiona desde el Servicio de Prevención de Adicciones con la colaboración de áreas técnicas de los Ayuntamientos que conforman la Mancomunidad.";"
El programa tiene lugar por motivo de la celebraci&oacute;n del D&iacute;a Mundial de la Salud, el 7 de abril. Por lo que cada a&ntilde;o se lleva a cabo en torno a esa fecha.Cada Ayuntamiento decide qu&eacute; acciones llevar a cabo, variando a&ntilde;o a a&ntilde;o.A continuaci&oacute;n se muestran algunos ejemplos de ediciones anteriores: marchas saludables, espect&aacute;culos para ni&ntilde;as y ni&ntilde;os, clases de fitness al aire libre, talleres de educaci&oacute;n emocional, etc.
";"https://activosdesalud.com/project/web/uploads/ac/9428.jpg";"Cultura y ocio";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"isdeco.prebentzioa@uribekosta.eus";"Calle Gatzarriñe, 4";"48600";"43.3763623";"-2.9899692000000186";"Sopela";"Calle";"Sopelana";"Bizkaia";"Euskadi";"España";"Aiora Arrieta Iraurgi";"isdeco.prebentzioa@uribekosta.eus";"946578810";"Uribe Kostako Zerbitzu Mankomunitatea";"A demanda";"06/05/2020 23:45:02";"06/06/2021 23:45:02";"Se intenta impulsar que acudan aquellas personas en mayor situación de vulnerabilidad";"http://www.uribekosta.eu/eu-ES/Gizarte_Zerbitzuak/Mendekotasuna_prebenitu_osasunaren_sustapena/Orrialdeak/default.aspx";"https://twitter.com/uribekostamanko?lang=es";"https://es-es.facebook.com/drogamenpekotasunzerbitzua.uribekosta/";"Activa";"EUS";"1"
9455;"Salidas de Marcha Nordica Gratuitas en Gorliz";"Cursos y salidas gratuitas de Nordic Walking en Gorliz";"Gorliz es un Centro de Nordic Walking.En el municipio hay marcadas 5 rutas de diferentes dificultades.En la Ofiicna de Turismo de Gorliz, se ofrecen bastones en préstamo gratuito para realizar la actividad.Cada año se ofertan varios cursos/salidas para enseñar la técnica de este deporte y realizar salidas para su aprendizaje.Cursos de iniciación 2018:23/0921/1018/11Cursos avanzados:7/104/112/12Inscripciones:info@visitgorliz.comwww.visitgorliz.com";"https://activosdesalud.com/project/web/uploads/ac/9455.pdf";"Actividad física";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"info@visitgorliz.com";"Avenida Eloisa Artaza, 1";"48630";"43.4133392";"-2.9375129000000015";"";"Avenida";"Gorliz";"Bizkaia";"Euskadi";"España";"Indormador/a turístico/a";"info@visitgorliz.com";"946774348";"Ayuntamiento de Gorliz";"Programada";"23/09/2018 00:00:00";"02/12/2018 00:00:00";"";"";"";"";"Histórica";"EUS";"1"
9483;"aosgui-Asociación de ostomizados de Gipuzkoa-Unidad de atención psicológica-Terapia grupal";"Crear un ámbito de comunicación fomentando conductas pro-activas entre todos los asistentes logrando que el proceso de adaptación a la nueva situación sea lo menos traumático posible, en definitiva, lograr una persona completamente autónoma.";"
Las reuniones coinciden con el ultimo s&aacute;bado de cada mes, salvo festivos o puentes y meses de verano,&nbsp;en horario desde las 11.00 horas en la sede de la asociaci&oacute;n.
";"";"Enfermedades crónicas";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"aosgui@aosgui.com";"Paseo Zarategi, 100";"20015";"43.3140259";"-1.9565511000000697";"";"Paseo";"Donostia-San Sebastián";"Gipuzkoa";"Euskadi";"España";"Jose Luis Ruiz";"aosgui@aosgui.com";"625706701";"asociacion de ostomizados de gipuzkoa";"A demanda";"28/01/2020 16:17:11";"28/02/2021 16:17:11";"";"";"";"";"Activa";"EUS";"1"
9500;"gipuzkoako epilepsia elkartea /elkar ezagutzen";"proyecto de intervencion en salud para centros educativos del territorio historico de gipuzkoa ,impartido por voluntarios/as de la entidad con la colaboracion y supervision de neurologos colaboradores .";"
proyecto de intervencion en salud para centros educativos del territorio historico de gipuzkoa ,impartido por voluntarios/as de la entidad con la colaboracion y supervisi&oacute;n de neurologos colaboradores .la intervenci&oacute;n se realiza y lleva a cabo con todos los centros educativos que demandan la informaci&oacute;n y con los materiales realizados por los propios voluntarios/as afectados/as y con la supervisi&oacute;n de nuestros neurologos colaboradores.material pedag&oacute;gico 2 videos y un comic (bilingue).Dirigido a : centros educativos ,ampas ,alumnado,personal docente y personal de comedor ,asi como conserjes y todo personal de trabajo que se encuentre en el centro .
";"https://activosdesalud.com/project/web/uploads/ac/9500.jpg";"Infancia | Enfermedades crónicas | Juventud";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"baileage22@gmail.com";"Paseo zarategi, 100 oficina nº6";"20015";"43.3142039";"-1.9559790000000703";"barrio Intxaurrondo";"Paseo";"Donostia-San Sebastián";"Gipuzkoa";"Euskadi";"España";"alfonso lopez de echezarreta sarabia";"baileage22@gmail.com";"943321504";"asociación gipuzkoana de epilepsia";"A demanda";"06/06/2019 13:34:49";"06/07/2020 13:34:49";"enfocada hacia la igualdad de genero,a la diversidad cultural.";"www.epilepsiagipuzkoa.eus";"";"https://es-es.facebook.com/epilepsiagipuzkoaAGE";"Activa";"EUS";"1"
